성분명,성분코드,제품코드,제품명,업체명,특정연령,특정연령단위,연령처리조건,고시번호,고시일자,상세정보,급여여부
duloxetine hydrochloride (as duloxetine),495502ACE,698003830,피엠에스둘록세틴캡슐60mg(둘록세틴염산염)_(67.3mg/1캡슐),(주)제뉴파마,18,세 (3),미만 (1),20160155,2016-12-30,소아 및 18세 미만의 청소년의 주요우울장애의 치료에는 사용해서는 안됨.만 7세에서 17세까지의 주요우울장애 환자에서 플루옥세틴 군보다 이상사례(주로 오심)로 인한 중단 및 자살행동 높음.,급여
dutasteride,458801ACS,55100610,아보투윈연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),코스맥스파마(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,73001050,두모보연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),건일바이오팜주식회사,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,622805040,아보엠연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)마더스제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,626900620,자이가드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)한독테바,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,641606190,두타겟연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)대웅제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,641703790,아보스타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),일양약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,641805800,두아보연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),광동제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,642003640,다모다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),현대약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,642104080,아보테리드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)유한양행,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,642506360,두타반연질캡슐(두타스테리드)_(0.5mg/1캡슐),동아에스티(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,643305930,두테스몰연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)종근당,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,643505870,두테드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),한미약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,643703980,아보스티드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),국제약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,644101840,네오다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),제이더블유신약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,644308980,아보탄연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),한국유나이티드제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,644501810,유힐릭스연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)유유제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,645404390,두타젠연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),제일약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,645905930,두테론연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),동광제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,647804350,아두타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),삼진제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,648103600,두로칸연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),경동제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,648604240,씨엠두타연질캡슐0.5mg(두타스테리드)_(0.5mg/1캡슐),(주)씨엠지제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,649102680,원투스테리드연질캡슐(두타스테리드)_(0.5mg/1캡슐),한국휴텍스제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,650000780,아보다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)글락소스미스클라인,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,651204460,삼천당두타스테리드연질캡슐0.5밀리그램_(0.5mg/1캡슐),삼천당제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,653403330,두타드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),동국제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,654003830,아나딘연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),아주약품(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,656004200,두타락연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),알리코제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,657308880,동구두타리드연질캡슐(두타스테리드)_(0.5mg/1캡슐),(주)동구바이오제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,658203810,타테린연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)비보존제약,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,658603220,두타스카연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),이연제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,659901060,아보두타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)한국팜비오,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,669502020,유로다트연질캡슐0.5mg(두타스테리드)_(0.5mg/1캡슐),(주)씨티씨바이오,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,670608790,휴다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),(주)휴온스,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,671704980,프로다트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),주식회사제뉴원사이언스,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,671805270,두타텍트연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),대원제약(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,673400160,두타라이드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),주식회사큐엘파마,18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ACS,694000980,대웅바이오두타스테리드연질캡슐0.5밀리그램_(0.5mg/1캡슐),대웅바이오(주),18,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,57000450,두타케어정0.5밀리그램(두타스테리드)_(0.5mg/1정),주식회사 더유제약,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,623006290,두타린정0.5밀리그램(두타스테리드)_(0.5mg/1정),한국신텍스제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,625201940,두타스타정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)화이트생명과학,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,625501110,두리드정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)텔콘알에프제약,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,640007610,케이두타다트정0.5밀리그램(두타스테리드)_(0.5mg/1정),에이치케이이노엔(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,642004230,다모다트정0.5밀리그램(두타스테리드)_(0.5mg/1정),현대약품(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,642308200,삼성두타스테리드정0.5밀리그램_(0.5mg/1정),삼성제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,642507510,두타반플러스정(두타스테리드)_(0.5mg/1정),동아에스티(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,644103200,네오다트정0.5밀리그램(두타스테리드)_(0.5mg/1정),제이더블유신약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,644914500,제이다트정0.5밀리그램(두타스테리드)_(0.5mg/1정),제이더블유중외제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,647303640,두타스테린정0.5밀리그램(두타스테리드)_(0.5mg/1정),에이치엘비제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,648104670,두로칸정0.5밀리그램(두타스테리드)_(0.5mg/1정),경동제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,650204940,에이두타정0.5밀리그램(두타스테리드)_(0.5mg/1정),안국약품(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,651205440,삼천당두타스테리드정0.5밀리그램_(0.5mg/1정),삼천당제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,652606460,두타론정0.5밀리그램(두타스테리드)_(0.5mg/1정),알보젠코리아(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,653006230,아보타스정(두타스테리드)_(0.5mg/1정),(주)한국파마,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,655605220,아다모정0.5밀리그램(두타스테리드)_(0.5mg/1정),한올바이오파마(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,657307240,두타리드정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)동구바이오제약,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,657806240,두로케어정0.5밀리그램(두타스테리드)_(0.5mg/1정),하나제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,661905420,아보테드정0.5밀리그램(두타스테리드)_(0.5mg/1정),영풍제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,662503970,두테스정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)넥스팜코리아,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,663608780,아리드정0.5밀리그램(두타스테리드)_(0.5mg/1정),한국프라임제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,669805130,듀타그렌정0.5mg(두타스테리드)_(0.5mg/1정),구주제약(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,669907260,엔피다트정(두타스테리드)_(0.5mg/1정),대한뉴팜(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,673400130,두타엘정0.5밀리그램(두타스테리드)_(0.5mg/1정),주식회사큐엘파마,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,678601700,두타프렌정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)다산제약,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,690302870,머카나정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)라이트팜텍,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,693201860,아보그로정0.5밀리그램(두타스테리드)_(0.5mg/1정),(주)한국글로벌제약,18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
dutasteride,458801ATB,694001760,대웅바이오두타스테리드정0.5밀리그램_(0.5mg/1정),대웅바이오(주),18,세 (3),미만 (1),20230045,2023-07-05,안전성 및 유효성 미확립,급여
eszopiclone,680401ATB,642404880,영진조피클론정1밀리그램(에스조피클론)_(1mg/1정),영진약품(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680401ATB,651904900,조스정1밀리그램(에스조피클론)_(1mg/1정),명인제약(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680401ATB,670608170,조피스타정1밀리그램(에스조피클론)_(1mg/1정),(주)휴온스,18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680402ATB,642404890,영진조피클론정2밀리그램(에스조피클론)_(2mg/1정),영진약품(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680402ATB,651904910,조스정2밀리그램(에스조피클론)_(2mg/1정),명인제약(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680402ATB,670608180,조피스타정2밀리그램(에스조피클론)_(2mg/1정),(주)휴온스,18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680403ATB,642404900,영진조피클론정3밀리그램(에스조피클론)_(3mg/1정),영진약품(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680403ATB,651904920,조스정3밀리그램(에스조피클론)_(3mg/1정),명인제약(주),18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
eszopiclone,680403ATB,670608190,조피스타정3밀리그램(에스조피클론)_(3mg/1정),(주)휴온스,18,세 (3),미만 (1),20220049,2022-06-30,18세 미만의 소아 환자에서의 안전성 및 유효성 미확립,급여
etomidate,157030BIJ,667400511,에토미데이트리푸로주_(20mg/10mL),비브라운코리아(주),2,세 (3),미만 (1),20090300,2009-12-03,,급여
fentanyl,158209CPC,645304800,펜타덤패취12μg/h(펜타닐)_(2.5㎠/1매),한림제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158209CPC,646900090,듀로제식디트랜스패취12㎍/h(펜타닐)_(5.25㎠/1매),(주)한국얀센,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158209CPC,649806240,명문펜타닐패취12㎍/h(펜타닐)_(5.25㎠/1매),명문제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158209CPC,659901030,펜타듀르패취12ug/h(펜타닐)_(5㎠/1매),(주)한국팜비오,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158210CPC,645304790,펜타덤패취25μg/h(펜타닐)_(5㎠/1매),한림제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158210CPC,646900100,듀로제식디트랜스패취25μg/h(펜타닐)_(10.5㎠/1매),(주)한국얀센,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158210CPC,649806250,명문펜타닐패취25㎍/h(펜타닐)_(10.5㎠/1매),명문제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158210CPC,659901020,펜타듀르패취25μg/h(펜타닐)_(10㎠/1매),(주)한국팜비오,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158211CPC,645304830,펜타덤패취50μg/h(펜타닐)_(10㎠/1매),한림제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158211CPC,646900110,듀로제식디트랜스패취50㎍/h(펜타닐)_(21㎠/1매),(주)한국얀센,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158211CPC,649806230,명문펜타닐패취50㎍/h(펜타닐)_(21㎠/1매),명문제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158211CPC,659901010,펜타듀르패취50μg/h(펜타닐)_(20㎠/1매),(주)한국팜비오,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158213CPC,645305180,펜타덤패취100㎍/h(펜타닐)_(20㎠/1매),한림제약(주),18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158213CPC,646901010,듀로제식디트랜스패취100μg/h(펜타닐)_(42㎠/1매),(주)한국얀센,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl,158213CPC,659900990,펜타듀르패취100μg/h(펜타닐)_(40㎠/1매),(주)한국팜비오,18,세 (3),미만 (1),20210072,2021-08-31,안전성 미확립. 일부 소아에서 중증 호흡억제 발생,급여
fentanyl citrate (as fentanyl),158305ATC,642000770,액틱구강정200마이크로그램(구연산펜타닐)_(0.3142mg/1정),현대약품(주),18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158306ATC,642000780,액틱구강정400마이크로그램(구연산펜타닐)_(0.6284mg/1정),현대약품(주),18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158307ATC,642000790,액틱구강정600마이크로그램(구연산펜타닐)_(0.9426mg/1정),현대약품(주),18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158308ATC,642000800,액틱구강정800마이크로그램(구연산펜타닐)_(1.2568mg/1정),현대약품(주),18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158313ATC,626900400,펜토라박칼정200마이크로그램(펜타닐시트르산염)_(0.314mg/1정),(주)한독테바,18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158314ATC,626900410,펜토라박칼정400마이크로그램(펜타닐시트르산염)_(0.628mg/1정),(주)한독테바,18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158314ATL,659901100,펜타칸설하정 400마이크로그램 (펜타닐시트르산염)_(0.63mg/1정),(주)한국팜비오,18,세 (3),미만 (1),20190131,2019-12-17,안전성 및 유효성 미확립,급여
fentanyl citrate (as fentanyl),158315ATC,626900420,펜토라박칼정600마이크로그램(펜타닐시트르산염)_(0.943mg/1정),(주)한독테바,18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158316ATC,626900430,펜토라박칼정800마이크로그램(펜타닐시트르산염)_(1.257mg/1정),(주)한독테바,18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158317ATC,626900390,펜토라박칼정100마이크로그램(펜타닐시트르산염)_(0.157mg/1정),(주)한독테바,18,세 (3),미만 (1),20190131,2019-12-17,적절한 투여 용량 및 안전성 미확립,급여
fentanyl citrate (as fentanyl),158330BIJ,645303281,한림펜타닐주사(구연산펜타닐)_(78.5μg/1mL),한림제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158330BIJ,649804431,명문구연산펜타닐주사_(78.5μg/1mL),명문제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158330BIJ,657803211,하나구연산펜타닐주사_(78.5μg/1mL/앰플),하나제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,645103351,"대한펜타닐주사액_(펜타닐시트르산염, 0.1mg/2mL)",대한약품공업(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,645302781,한림펜타닐주사(구연산펜타닐)_(0.157mg/2mL),한림제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,645302783,한림펜타닐주사(펜타닐시트르산염)_(0.157mg/2mL/앰플(PP)),한림제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,649800801,명문구연산펜타닐주사_(0.157mg/2mL/앰플),명문제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,649805131,명문구연산펜타닐주사_(0.157mg/2mL/병),명문제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,653100391,비씨펜타닐시트르산염주사_(0.157mg/2mL/앰플),(주)비씨월드제약,2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,653102471,비씨펜타닐시트르산염주사_(0.157mg/2mL/병),(주)비씨월드제약,2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,657802271,하나구연산펜타닐주사_(0.157mg/2mL/앰플),하나제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,657802273,하나구연산펜타닐주사_(0.157mg/2mL/앰플(P)),하나제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,669800033,구주구연산펜타닐주사_(0.157mg/2mL),구주제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158331BIJ,669804761,구주펜타닐시트르산염주사(바이알)_(0.157mg/2mL),구주제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158332BIJ,645102991,"대한펜타닐주사액_(펜타닐시트르산염, 0.5mg/10mL)",대한약품공업(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158332BIJ,645302791,한림펜타닐주사(구연산펜타닐)_(0.785mg/10mL/앰플),한림제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
fentanyl citrate (as fentanyl),158332BIJ,645302794,한림펜타닐주사(펜타닐시트르산염)_(0.785mg/10mL/앰플(PP)),한림제약(주),2,세 (3),미만 (1),20090300,2009-12-03,"안전성 및 유효성 미확립. 조산아에 펜타닐, 판쿠로늄, 아트로핀이 포함된 응급마취 및 수술 시 메트헤모글로빈혈증이 드물게 보고됨",급여
